"city","city_ascii","state_id","state_name","county_fips","county_name","lat","lng","population","density","source","military","incorporated","timezone","ranking","zips","id"
"Lincoln","Lincoln","NE","Nebraska","31109","Lancaster","40.8099","-96.6784","290508","1126.7","shape","FALSE","TRUE","America/Chicago","2","68528 68524 68526 68520 68521 68522 68514 68516 68510 68512 68506 68507 68504 68505 68502 68503 68508 68588 68509 68529 68542 68544 68583","1840009357"
"Concord","Concord","NC","North Carolina","37025","Cabarrus","35.3933","-80.6369","288783","618.7","shape","FALSE","TRUE","America/New_York","2","28025 28027 28026","1840014559"
"Jersey City","Jersey City","NJ","New Jersey","34017","Hudson","40.7184","-74.0686","287146","7517.5","shape","FALSE","TRUE","America/New_York","2","07310 07311 07302 07307 07306 07305 07304 07097 07303 07308 07395 07399","1840003600"
"Springfield","Springfield","MO","Missouri","29077","Greene","37.1943","-93.2916","286280","783.2","shape","FALSE","TRUE","America/Chicago","2","65810 65897 65619 65801 65802 65803 65804 65806 65807 65809 65805 65808 65814 65817 65890 65898 65899","1840009904"
"Shreveport","Shreveport","LA","Louisiana","22017","Caddo","32.4653","-93.7955","283536","676.1","shape","FALSE","TRUE","America/Chicago","2","71129 71101 71103 71104 71105 71106 71107 71108 71109 71119 71118 71102 71120 71130 71133 71134 71135 71136 71138 71148 71149 71151 71152 71153 71154 71156 71161 71162 71163 71164 71165 71166","1840015768"
"Plano","Plano","TX","Texas","48085","Collin","33.0502","-96.7486","282181","1519.8","shape","FALSE","TRUE","America/Chicago","2","75093 75023 75025 75024 75074 75075 75026 75086","1840020662"
"Davenport","Davenport","IA","Iowa","19163","Scott","41.5565","-90.6053","281333","615.7","shape","FALSE","TRUE","America/Chicago","2","52802 52803 52801 52806 52807 52804 52805 52808 52809","1840007081"
"Lubbock","Lubbock","TX","Texas","48303","Lubbock","33.5657","-101.8879","280890","714.8","shape","FALSE","TRUE","America/Chicago","2","79406 79423 79424 79416 79412 79410 79407 79414 79411 79404 79401 79403 79402 79415 79413 79408 79409 79430 79452 79453 79457 79464 79490 79491 79493 79499","1840020604"
"Lakeland","Lakeland","FL","Florida","12105","Polk","28.0557","-81.9545","280346","640.7","shape","FALSE","TRUE","America/New_York","2","33813 33803 33801 33805 33815 33811 33802 33804 33806","1840015108"
"South Bend","South Bend","IN","Indiana","18141","St. Joseph","41.6767","-86.2696","278061","945.4","shape","FALSE","TRUE","America/Indiana/Indianapolis","2","46616 46635 46628 46601 46613 46617 46619 46614 46615 46626 46634 46660 46680 46699","1840009241"
"Chula Vista","Chula Vista","CA","California","06073","San Diego","32.6281","-117.0144","274818","2137.7","shape","FALSE","TRUE","America/Los_Angeles","2","91911 91910 91913 91915 91914 91902 91908 91909 91912 91921","1840019350"
"Rockford","Rockford","IL","Illinois","17201","Winnebago","42.2596","-89.0640","273237","885.9","shape","FALSE","TRUE","America/Chicago","2","61101 61114 61109 61108 61104 61107 61103 61102 61105 61106 61110 61125 61126","1840009132"
"Reading","Reading","PA","Pennsylvania","42011","Berks","40.3400","-75.9267","272712","3693.6","shape","FALSE","TRUE","America/New_York","2","19601 19604 19602 19611 19603 19612","1840001185"
"Chandler","Chandler","AZ","Arizona","04013","Maricopa","33.2825","-111.8514","272439","1605.9","shape","FALSE","TRUE","America/Phoenix","2","85248 85249 85226 85224 85225 85286 85246","1840019309"
"Eugene","Eugene","OR","Oregon","41039","Lane","44.0564","-123.1174","270990","1513.0","shape","FALSE","TRUE","America/Los_Angeles","2","97405 97404 97401 97403 97402 97440","1840020007"
"Wilmington","Wilmington","NC","North Carolina","37129","New Hanover","34.2099","-77.8866","268625","871.1","shape","FALSE","TRUE","America/New_York","2","28409 28401 28403 28405 28412 28402 28406 28408","1840015576"
"Santa Clarita","Santa Clarita","CA","California","06037","Los Angeles","34.4175","-118.4964","268273","1239.7","shape","FALSE","TRUE","America/Los_Angeles","2","91351 91321 91350 91355 91354 91387 91322 91382 91385 91386","1840021864"
"Salem","Salem","OR","Oregon","41047","Marion","44.9233","-123.0244","266420","1375.1","shape","FALSE","TRUE","America/Los_Angeles","2","97302 97301 97306 97304 97310 97317 97309 97311 97312 97314","1840021224"
"Killeen","Killeen","TX","Texas","48027","Bell","31.0753","-97.7297","265921","1060.8","shape","FALSE","TRUE","America/Chicago","2","76541 76543 76542 76549 76540 76547","1840020854"
"Round Lake Beach","Round Lake Beach","IL","Illinois","17097","Lake","42.3791","-88.0811","264451","2098.1","shape","FALSE","TRUE","America/Chicago","2","60073","1840011171"
"Columbus","Columbus","GA","Georgia","13215","Muscogee","32.5100","-84.8771","264282","364.5","shape","FALSE","TRUE","America/New_York","2","31820 31829 31909 31904 31905 31906 31907 31901 31903 31808 31902 31908 31914 31917 31993 31995 31997 31998 31999","1840014887"
"Gilbert","Gilbert","AZ","Arizona","04013","Maricopa","33.3100","-111.7463","262249","1475.6","shape","FALSE","TRUE","America/Phoenix","2","85233 85234 85236 85297 85296 85295 85298 85244 85299","1840021947"
"Kennewick","Kennewick","WA","Washington","53005","Benton","46.1978","-119.1732","259995","1128.4","shape","FALSE","TRUE","America/Los_Angeles","2","99337 99336 99338","1840018481"
"North Las Vegas","North Las Vegas","NV","Nevada","32003","Clark","36.2883","-115.0888","259638","979.7","shape","FALSE","TRUE","America/Los_Angeles","2","89032 89031 89030 89086 89084 89085 89081 89115 89033 89087","1840020363"
"Tallahassee","Tallahassee","FL","Florida","12073","Leon","30.4551","-84.2527","258696","739.2","shape","FALSE","TRUE","America/New_York","2","32310 32312 32313 32399 32307 32306 32304 32303 32301 32309 32308 32311 32302 32314 32315 32316","1840015913"
"St. Petersburg","St. Petersburg","FL","Florida","12103","Pinellas","27.7931","-82.6652","258245","1613.3","shape","FALSE","TRUE","America/New_York","2","33707 33702 33762 33713 33712 33711 33710 33716 33715 33714 33705 33703 33704 33701 33729 33731 33732 33733 33734 33742 33743 33747","1840015977"
"Laredo","Laredo","TX","Texas","48479","Webb","27.5625","-99.4874","254697","920.6","shape","FALSE","TRUE","America/Chicago","2","78046 78045 78043 78040 78041 78042","1840021002"
"Irving","Irving","TX","Texas","48113","Dallas","32.8583","-96.9702","254184","1465.2","shape","FALSE","TRUE","America/Chicago","2","75063 75060 75038 75039 75062 75061 75014 75015 75016 75017 75059 75326 75368","1840019438"
"Peoria","Peoria","IL","Illinois","17143","Peoria","40.7520","-89.6154","253467","913.6","shape","FALSE","TRUE","America/Chicago","2","61625 61615 61614 61605 61603 61604 61602 61606 61601 61613 61629 61630 61634 61636 61637 61638 61639 61643 61651 61652 61653 61654 61655 61656","1840009373"
"Montgomery","Montgomery","AL","Alabama","01101","Montgomery","32.3482","-86.2668","251158","485.5","shape","FALSE","TRUE","America/Chicago","2","36112 36113 36110 36111 36116 36114 36115 36109 36130 36117 36101 36105 36104 36107 36106 36057 36108 36118 36120 36121 36123 36124 36125 36131 36132 36135 36140 36141 36142 36177 36191","1840008353"
"York","York","PA","Pennsylvania","42133","York","39.9651","-76.7315","247176","3260.4","shape","FALSE","TRUE","America/New_York","2","17404 17401 17403 17405","1840001472"
"Chesapeake","Chesapeake","VA","Virginia","51550","Chesapeake","36.6778","-76.3023","247172","282.0","shape","FALSE","TRUE","America/New_York","2","23325 23324 23323 23322 23321 23320 23326 23327 23328","1840003874"
"Glendale","Glendale","AZ","Arizona","04013","Maricopa","33.5791","-112.2311","245685","1437.1","shape","FALSE","TRUE","America/Phoenix","2","85301 85303 85302 85306 85309 85308 85355 85305 85304 85307 85310 85311 85312 85318","1840020563"
"Nashua","Nashua","NH","New Hampshire","33011","Hillsborough","42.7491","-71.4910","245209","1135.2","shape","FALSE","TRUE","America/New_York","2","03062 03063 03060 03064 03061","1840002984"
"Garland","Garland","TX","Texas","48113","Dallas","32.9100","-96.6304","245075","1656.7","shape","FALSE","TRUE","America/Chicago","2","75043 75044 75041 75040 75042 75046 75047 75049","1840020707"
"Scottsdale","Scottsdale","AZ","Arizona","04013","Maricopa","33.6872","-111.8651","238685","500.8","shape","FALSE","TRUE","America/Phoenix","2","85259 85258 85251 85250 85257 85255 85254 85266 85262 85260 85252 85261 85267 85271","1840021940"
"Norfolk","Norfolk","VA","Virginia","51710","Norfolk","36.8945","-76.2590","238556","1728.9","shape","FALSE","TRUE","America/New_York","2","23509 23508 23507 23504 23503 23502 23505 23518 23510 23511 23513 23517 23551 23523 23501 23506 23514 23515 23519 23529 23541","1840003869"
"Lafayette","Lafayette","LA","Louisiana","22055","Lafayette","30.2082","-92.0325","237565","844.5","shape","FALSE","TRUE","America/Chicago","2","70508 70507 70506 70503 70501 70502 70504 70505 70509 70593 70596 70598","1840015044"
"Arlington","Arlington","VA","Virginia","51013","Arlington","38.8786","-77.1011","235764","3501.5","shape","FALSE","FALSE","America/New_York","2","22209 22203 22202 22201 22207 22206 22205 22204 22214 22211 22213 22210 22212 22215 22216 22217 22219 22225 22226 22227 22230 22240 22241 22242 22243 22244 22245 22246 22350","1840006112"
"Appleton","Appleton","WI","Wisconsin","55087","Outagamie","44.2780","-88.3892","233947","1139.6","shape","FALSE","TRUE","America/Chicago","2","54914 54915 54913 54911 54912 54919","1840002400"
"Fremont","Fremont","CA","California","06001","Alameda","37.5265","-121.9843","231502","1144.4","shape","FALSE","TRUE","America/Los_Angeles","2","94560 94536 94538 94539 94555 94537","1840020292"
"Aguadilla","Aguadilla","PR","Puerto Rico","72005","Aguadilla","18.4382","-67.1537","228854","1760.8","shape","FALSE","FALSE","America/Puerto_Rico","2","00603 00605","1630035605"
"Rock Hill","Rock Hill","SC","South Carolina","45091","York","34.9415","-81.0241","228811","644.0","shape","FALSE","TRUE","America/New_York","2","29732 29733 29730 29731","1840014618"
"Fargo","Fargo","ND","North Dakota","38017","Cass","46.8651","-96.8292","228364","950.5","shape","FALSE","TRUE","America/Chicago","2","58102 58104 58103 58105 58106 58107 58108 58109 58121 58122 58124 58125 58126","1840000177"
"Gulfport","Gulfport","MS","Mississippi","28047","Harrison","30.4274","-89.0704","228022","503.0","shape","FALSE","TRUE","America/Chicago","2","39501 39503 39507 39502 39505 39506","1840013947"
"Bremerton","Bremerton","WA","Washington","53035","Kitsap","47.5436","-122.7121","226805","588.7","shape","FALSE","TRUE","America/Los_Angeles","2","98312 98314 98310 98337","1840018410"
"Green Bay","Green Bay","WI","Wisconsin","55009","Brown","44.5148","-87.9895","225633","909.1","shape","FALSE","TRUE","America/Chicago","2","54304 54303 54302 54301 54311 54305 54306 54308","1840002344"
"Hialeah","Hialeah","FL","Florida","12086","Miami-Dade","25.8696","-80.3045","224362","4013.9","shape","FALSE","TRUE","America/New_York","2","33014 33016 33010 33012 33013 33018","1840015157"
"Deltona","Deltona","FL","Florida","12127","Volusia","28.9050","-81.2137","221137","966.9","shape","FALSE","TRUE","America/New_York","2","32725 32738 32739","1840015072"
"Gainesville","Gainesville","FL","Florida","12001","Alachua","29.6804","-82.3459","220929","838.1","shape","FALSE","TRUE","America/New_York","2","32608 32609 32607 32610 32612 32653 32603 32601 32605 32604 32611 32614 32627 32635","1840014022"
"San Bernardino","San Bernardino","CA","California","06071","San Bernardino","34.1416","-117.2943","220821","1372.3","shape","FALSE","TRUE","America/Los_Angeles","2","92404 92369 92401 92407 92405 92408 92411 92410 92415 92346 92403 92406 92413 92418 92423 92427","1840021728"
"Enterprise","Enterprise","NV","Nevada","32003","Clark","36.0091","-115.2278","219566","1284.5","shape","FALSE","FALSE","America/Los_Angeles","2","89178 89183 89139 89141 89148 89113 89118 89119 89123","1840033827"
"Roanoke","Roanoke","VA","Virginia","51770","Roanoke","37.2785","-79.9581","218533","904.2","shape","FALSE","TRUE","America/New_York","2","24019 24014 24015 24016 24017 24011 24012 24013 24022 24001 24002 24003 24004 24005 24006 24007 24008 24009 24010 24023 24024 24025 24026 24027 24028 24029 24030 24031 24032 24033 24034 24035 24036 24037 24038 24040 24042 24043","1840003858"
"Spring Valley","Spring Valley","NV","Nevada","32003","Clark","36.0952","-115.2636","217441","2364.6","shape","FALSE","FALSE","America/Los_Angeles","2","89147 89146 89103 89148 89113 89117 89118 89150 89164 89173","1840033832"
"Tacoma","Tacoma","WA","Washington","53053","Pierce","47.2431","-122.4531","217332","1687.9","shape","FALSE","TRUE","America/Los_Angeles","2","98422 98403 98404 98405 98408 98409 98402 98406 98407 98466 98465 98416 98418 98444 98421 98401 98411 98412 98413 98415 98417 98419 98448 98471 98481 98490","1840021129"
"Brownsville","Brownsville","TX","Texas","48061","Cameron","25.9975","-97.4580","215269","545.0","shape","FALSE","TRUE","America/Chicago","2","78521 78520 78526 78575 78578 78566 78522","1840019743"
"College Station","College Station","TX","Texas","48041","Brazos","30.5852","-96.2959","213177","877.5","shape","FALSE","TRUE","America/Chicago","2","77843 77840 77845 77841 77842 77844 77881","1840019570"
"Olympia","Olympia","WA","Washington","53067","Thurston","47.0417","-122.8959","210877","1156.6","shape","FALSE","TRUE","America/Los_Angeles","2","98502 98501 98506 98504 98507 98508","1840019865"
"Clarksville","Clarksville","TN","Tennessee","47125","Montgomery","36.5692","-87.3413","210551","634.0","shape","FALSE","TRUE","America/Chicago","2","42223 37043 37042 37040 37041 37044","1840014421"
"Yonkers","Yonkers","NY","New York","36119","Westchester","40.9466","-73.8673","209730","4497.3","shape","FALSE","TRUE","America/New_York","2","10708 10703 10701 10707 10705 10704 10710 10702","1840003478"
"Thousand Oaks","Thousand Oaks","CA","California","06111","Ventura","34.1914","-118.8756","209570","889.3","shape","FALSE","TRUE","America/Los_Angeles","2","91320 91360 91361 91362 91319 91358 91359","1840021844"
"Portland","Portland","ME","Maine","23005","Cumberland","43.6773","-70.2715","209491","1220.0","shape","FALSE","TRUE","America/New_York","2","04101 04102 04103 04108 04109 04019 04104 04112 04116 04122 04123 04124","1840000327"
"Moreno Valley","Moreno Valley","CA","California","06065","Riverside","33.9244","-117.2045","208371","1568.0","shape","FALSE","TRUE","America/Los_Angeles","2","92551 92553 92555 92557 92552 92554 92556","1840020552"
"Fontana","Fontana","CA","California","06071","San Bernardino","34.0968","-117.4599","208087","1856.4","shape","FALSE","TRUE","America/Los_Angeles","2","92335 92336 92337 92331 92334 92402","1840020402"
"Hickory","Hickory","NC","North Carolina","37035","Catawba","35.7410","-81.3223","206008","532.8","shape","FALSE","TRUE","America/New_York","2","28601 28602 28603","1840014524"
"Amarillo","Amarillo","TX","Texas","48375","Potter","35.1984","-101.8316","205903","750.2","shape","FALSE","TRUE","America/Chicago","2","79121 79109 79101 79102 79103 79104 79106 79107 79118 79111 79110 79114 79116 79117 79120 79166 79168 79172 79174 79178 79189","1840019156"
"Sioux Falls","Sioux Falls","SD","South Dakota","46099","Minnehaha","43.5396","-96.7311","204484","906.1","shape","FALSE","TRUE","America/Chicago","2","57108 57104 57105 57106 57107 57103 57197 57110 57117 57101 57109 57186 57193","1840002648"
"Evansville","Evansville","IN","Indiana","18163","Vanderburgh","37.9881","-87.5341","203661","955.4","shape","FALSE","TRUE","America/Chicago","2","47714 47715 47710 47711 47713 47708 47701 47702 47703 47704 47705 47706 47716 47719 47722 47724 47728 47730 47731 47732 47733 47734 47735 47736 47737 47740 47747 47750","1840013730"
"Huntington","Huntington","WV","West Virginia","54011","Cabell","38.4109","-82.4345","202754","1117.0","shape","FALSE","TRUE","America/New_York","2","25703 25702 25701 25705 25704 25755 25706 25708 25709 25710 25711 25712 25713 25714 25716 25717 25718 25719 25720 25721 25722 25723 25724 25725 25726 25727 25728 25729 25772 25773 25774 25775 25776 25777 25778","1840006211"
"Waterbury","Waterbury","CT","Connecticut","09140","Naugatuck Valley","41.5582","-73.0361","202422","1538.4","shape","FALSE","TRUE","America/New_York","2","06708 06702 06704 06705 06706 06710 06701 06703 06720 06721 06722 06723 06724 06725 06726","1840004851"
"Lorain","Lorain","OH","Ohio","39093","Lorain","41.4409","-82.1840","201808","1064.0","shape","FALSE","TRUE","America/New_York","2","44052 44053 44055","1840000644"
"Kalamazoo","Kalamazoo","MI","Michigan","26077","Kalamazoo","42.2749","-85.5882","200838","1157.4","shape","FALSE","TRUE","America/Detroit","2","49001 49006 49007 49008 49074 49005 49019","1840003185"
"Galveston","Galveston","TX","Texas","48167","Galveston","29.2484","-94.8913","200451","499.5","shape","FALSE","TRUE","America/Chicago","2","77551 77550 77555 77554 77552 77553","1840020970"
"Spartanburg","Spartanburg","SC","South Carolina","45083","Spartanburg","34.9442","-81.9251","200000","724.2","shape","FALSE","TRUE","America/New_York","2","29302 29301 29307 29306 29304 29319","1840015482"
"Santa Barbara","Santa Barbara","CA","California","06083","Santa Barbara","34.4285","-119.7202","199023","1764.4","shape","FALSE","TRUE","America/Los_Angeles","2","93105 93101 93103 93109 93102 93120 93121 93130 93140 93190","1840021829"
"Huntington Beach","Huntington Beach","CA","California","06059","Orange","33.6960","-118.0018","198735","2843.9","shape","FALSE","TRUE","America/Los_Angeles","2","92648 92649 92646 92647 90742 92605 92615","1840020578"
"Glendale","Glendale","CA","California","06037","Los Angeles","34.1819","-118.2468","196512","2489.4","shape","FALSE","TRUE","America/Los_Angeles","2","91210 91214 91201 91205 91208 91203 91202 91204 91207 91206 91046 91020 91209 91221 91222 91225 91226","1840020483"
"Sunrise Manor","Sunrise Manor","NV","Nevada","32003","Clark","36.1783","-115.0487","196411","2249.4","shape","FALSE","FALSE","America/Los_Angeles","2","89104 89142 89110 89115 89156 89121 89122 89162 89180","1840033833"
"Grand Prairie","Grand Prairie","TX","Texas","48113","Dallas","32.6871","-97.0208","195992","1043.6","shape","FALSE","TRUE","America/Chicago","2","75052 75050 75051 75054 75104 75053 75265","1840020709"
"Waco","Waco","TX","Texas","48309","McLennan","31.5599","-97.1882","195709","588.5","shape","FALSE","TRUE","America/Chicago","2","76798 76710 76711 76712 76708 76701 76707 76706 76704 76702 76703 76714 76797 76799","1840022140"
"Hagerstown","Hagerstown","MD","Maryland","24043","Washington","39.6401","-77.7217","195261","1323.0","shape","FALSE","TRUE","America/New_York","2","21742 21740 21741 21747 21749","1840005613"
"Overland Park","Overland Park","KS","Kansas","20091","Johnson","38.8870","-94.6870","195249","1002.1","shape","FALSE","TRUE","America/Chicago","2","66214 66210 66211 66212 66213 66221 66223 66209 66202 66207 66204 66013 66251 66085 66224 66201 66225 66276 66282 66283","1840003834"
"Nampa","Nampa","ID","Idaho","16027","Canyon","43.5844","-116.5638","193935","1097.9","shape","FALSE","TRUE","America/Boise","2","83651 83687 83686","1840020041"
"Frisco","Frisco","TX","Texas","48085","Collin","33.1560","-96.8216","193140","1087.3","shape","FALSE","TRUE","America/Chicago","2","75034 75036 75033 75035","1840020654"
"Cedar Rapids","Cedar Rapids","IA","Iowa","19113","Linn","41.9662","-91.6783","191104","721.7","shape","FALSE","TRUE","America/Chicago","2","52404 52405 52401 52411 52402 52403 52406 52407 52408 52409 52410 52497 52498 52499","1840000471"
"Paradise","Paradise","NV","Nevada","32003","Clark","36.0872","-115.1355","189852","1728.7","shape","FALSE","FALSE","America/Los_Angeles","2","89103 89109 89158 89169 89118 89119 89121 89120 89123 89111 89132 89136 89154 89157 89159 89160 89170 89177 89193","1840033743"
"McKinney","McKinney","TX","Texas","48085","Collin","33.2016","-96.6670","189394","1092.0","shape","FALSE","TRUE","America/Chicago","2","75069 75072 75070 75071","1840020657"
"Vancouver","Vancouver","WA","Washington","53011","Clark","45.6366","-122.5967","188331","1491.6","shape","FALSE","TRUE","America/Los_Angeles","2","98684 98664 98665 98660 98661 98662 98663 98682 98683 98687","1840021189"
"Peoria","Peoria","AZ","Arizona","04013","Maricopa","33.7843","-112.2989","187733","411.7","shape","FALSE","TRUE","America/Phoenix","2","85373 85381 85383 85382 85324 85345 85380 85385","1840020567"
"Ocala","Ocala","FL","Florida","12083","Marion","29.1780","-82.1511","186840","509.4","shape","FALSE","TRUE","America/New_York","2","34475 34474 34471 34470 34477 34478 34483","1840015067"
"Erie","Erie","PA","Pennsylvania","42049","Erie","42.1167","-80.0733","185556","1928.0","shape","FALSE","TRUE","America/New_York","2","16546 16510 16508 16507 16502 16504 16503 16550 16501 16511 16512 16514 16522 16530 16534 16538 16541 16544 16553","1840000478"
"Newport News","Newport News","VA","Virginia","51700","Newport News","37.1051","-76.5185","185069","1035.6","shape","FALSE","TRUE","America/New_York","2","23601 23603 23608 23604 23605 23606 23607 23602 23609 23612 23628 23630","1840003862"
"Frederick","Frederick","MD","Maryland","24021","Frederick","39.4337","-77.4141","184991","1231.4","shape","FALSE","TRUE","America/New_York","2","21705 21702 21701 21709","1840005710"
"Murfreesboro","Murfreesboro","TN","Tennessee","47149","Rutherford","35.8490","-86.4121","184763","898.9","shape","FALSE","TRUE","America/Chicago","2","37132 37130 37129 37128 37127 37131 37133","1840014495"
"Aurora","Aurora","IL","Illinois","17089","Kane","41.7638","-88.2902","183447","1572.6","shape","FALSE","TRUE","America/Chicago","2","60505 60506 60504 60502 60503 60519 60507 60568 60569 60572 60598 60599","1840007034"
"Fort Lauderdale","Fort Lauderdale","FL","Florida","12011","Broward","26.1412","-80.1464","182247","2034.8","shape","FALSE","TRUE","America/New_York","2","33301 33304 33305 33306 33308 33309 33334 33316 33315 33312 33311 33320 33336 33338 33339 33340 33346 33348 33394","1840014236"
"Danbury","Danbury","CT","Connecticut","09190","Western Connecticut","41.4015","-73.4709","180143","791.8","shape","FALSE","TRUE","America/New_York","2","06810 06811 06813","1840004837"
"Tempe","Tempe","AZ","Arizona","04013","Maricopa","33.3881","-111.9319","178862","1727.6","shape","FALSE","TRUE","America/Phoenix","2","85281 85282 85283 85284 85280 85285 85287 85288","1840021942"
"Spring Hill","Spring Hill","FL","Florida","12053","Hernando","28.4798","-82.5300","178833","739.1","shape","FALSE","FALSE","America/New_York","2","34608 34609 34604 34606 34611","1840014105"
"Gastonia","Gastonia","NC","North Carolina","37071","Gaston","35.2494","-81.1854","178220","590.3","shape","FALSE","TRUE","America/New_York","2","28054 28056 28052","1840013468"
"Salinas","Salinas","CA","California","06053","Monterey","36.6883","-121.6317","177410","2676.4","shape","FALSE","TRUE","America/Los_Angeles","2","93901 93905 93906 93902 93915","1840021632"
"Fredericksburg","Fredericksburg","VA","Virginia","51630","Fredericksburg","38.2992","-77.4872","176791","1035.5","shape","FALSE","TRUE","America/New_York","2","22401 22404 22412","1840003845"
"Gainesville","Gainesville","GA","Georgia","13139","Hall","34.2902","-83.8294","175569","481.0","shape","FALSE","TRUE","America/New_York","2","30501 30507 30504","1840013612"
"Elk Grove","Elk Grove","CA","California","06067","Sacramento","38.4161","-121.3842","175510","1590.7","shape","FALSE","TRUE","America/Los_Angeles","2","95624 95757 95758 95759","1840020245"
"Ontario","Ontario","CA","California","06071","San Bernardino","34.0393","-117.6064","175223","1353.5","shape","FALSE","TRUE","America/Los_Angeles","2","91762 91761 91764 91743 91758","1840020410"
"Oceanside","Oceanside","CA","California","06073","San Diego","33.2247","-117.3083","174461","1632.3","shape","FALSE","TRUE","America/Los_Angeles","2","92058 92054 92057 92056 92049 92051 92052 92068","1840020623"
"Rancho Cucamonga","Rancho Cucamonga","CA","California","06071","San Bernardino","34.1247","-117.5667","173946","1444.2","shape","FALSE","TRUE","America/Los_Angeles","2","91730 91701 91737 91739 91729","1840020411"
"Garden Grove","Garden Grove","CA","California","06059","Orange","33.7787","-117.9601","172708","3714.2","shape","FALSE","TRUE","America/Los_Angeles","2","92843 92840 92841 92844 92845 92842 92846","1840020577"
"Lancaster","Lancaster","CA","California","06037","Los Angeles","34.6935","-118.1753","171820","703.6","shape","FALSE","TRUE","America/Los_Angeles","2","93535 93534 93536 93539 93584","1840020516"
"Cary","Cary","NC","North Carolina","37183","Wake","35.7819","-78.8195","171603","1105.4","shape","FALSE","TRUE","America/New_York","2","27560 27518 27519 27511 27513 27512","1840016196"
"Hemet","Hemet","CA","California","06065","Riverside","33.7341","-116.9969","170621","1173.1","shape","FALSE","TRUE","America/Los_Angeles","2","92545 92543 92546","1840020550"
"Pembroke Pines","Pembroke Pines","FL","Florida","12011","Broward","26.0128","-80.3382","170346","2012.5","shape","FALSE","TRUE","America/New_York","2","33029 33028 33025 33024 33026 33023 33027 33084","1840015141"
"Bayamón","Bayamon","PR","Puerto Rico","72021","Bayamón","18.3794","-66.1635","170028","2423.7","shape","FALSE","FALSE","America/Puerto_Rico","2","00959 00957 00956 00934 00960 00961 00916","1630035622"
"Panama City","Panama City","FL","Florida","12005","Bay","30.1995","-85.6003","169810","376.8","shape","FALSE","TRUE","America/Chicago","2","32401 32404 32405 32402 32412","1840015034"
"Vallejo","Vallejo","CA","California","06095","Solano","38.1125","-122.2342","169541","1591.1","shape","FALSE","TRUE","America/Los_Angeles","2","94592 94591 94589 94590","1840021499"
"Manchester","Manchester","NH","New Hampshire","33011","Hillsborough","42.9848","-71.4447","169097","1339.6","shape","FALSE","TRUE","America/New_York","2","03109 03104 03101 03103 03102 03105 03108 03111","1840002983"
"Medford","Medford","OR","Oregon","41029","Jackson","42.3372","-122.8540","168959","1182.7","shape","FALSE","TRUE","America/Los_Angeles","2","97504 97501","1840020076"
"Mauldin","Mauldin","SC","South Carolina","45045","Greenville","34.7821","-82.3032","168313","791.4","shape","FALSE","TRUE","America/New_York","2","29662 29607 29681","1840015476"
"Palmdale","Palmdale","CA","California","06037","Los Angeles","34.5944","-118.1057","167987","611.5","shape","FALSE","TRUE","America/Los_Angeles","2","93591 93552 93551 93550 93590 93599","1840020502"
"Santa Cruz","Santa Cruz","CA","California","06087","Santa Cruz","36.9789","-122.0346","167835","1900.6","shape","FALSE","TRUE","America/Los_Angeles","2","95065 95064 95060 95062 95061 95063 95067","1840021579"
"Norwich","Norwich","CT","Connecticut","09180","Southeastern Connecticut","41.5495","-72.0882","166885","550.6","shape","FALSE","TRUE","America/New_York","2","06380 06389 06360","1840004828"
"Muskegon","Muskegon","MI","Michigan","26121","Muskegon","43.2281","-86.2562","166847","1027.3","shape","FALSE","TRUE","America/Detroit","2","49442 49443 49440 49441","1840002870"
"Leesburg","Leesburg","FL","Florida","12069","Lake","28.7672","-81.8962","166200","260.8","shape","FALSE","TRUE","America/New_York","2","34748 34762 34736 34749 34789","1840015083"
"High Point","High Point","NC","North Carolina","37081","Guilford","35.9910","-79.9937","164836","767.7","shape","FALSE","TRUE","America/New_York","2","27265 27282 27235 27268 27262 27263 27260 27261 27264","1840014479"
"Tuscaloosa","Tuscaloosa","AL","Alabama","01125","Tuscaloosa","33.2348","-87.5268","164414","619.1","shape","FALSE","TRUE","America/Chicago","2","35475 35476 35405 35404 35406 35401 35487 35403 35407 35486","1840005563"
"Visalia","Visalia","CA","California","06107","Tulare","36.3276","-119.3269","163681","1419.3","shape","FALSE","TRUE","America/Los_Angeles","2","93277 93291 93292 93278 93279 93290","1840021639"
"Marysville","Marysville","WA","Washington","53061","Snohomish","48.0809","-122.1561","162664","1301.5","shape","FALSE","TRUE","America/Los_Angeles","2","98271 98270","1840019789"
"Hayward","Hayward","CA","California","06001","Alameda","37.6328","-122.0766","162254","1367.3","shape","FALSE","TRUE","America/Los_Angeles","2","94541 94542 94544 94545 94587 94540 94543 94557","1840020293"
"Merced","Merced","CA","California","06047","Merced","37.3057","-120.4779","160638","1427.8","shape","FALSE","TRUE","America/Los_Angeles","2","95348 95340 95341 95343","1840020313"
"Lafayette","Lafayette","IN","Indiana","18157","Tippecanoe","40.3991","-86.8593","160543","932.2","shape","FALSE","TRUE","America/Indiana/Indianapolis","2","47909 47905 47904 47901 47902 47903","1840008354"
"Springfield","Springfield","IL","Illinois","17167","Sangamon","39.7709","-89.6540","159671","723.9","shape","FALSE","TRUE","America/Chicago","2","62711 62712 62629 62702 62703 62701 62706 62707 62704 62705 62715 62716 62719 62722 62726 62736 62739 62756 62757 62761 62762 62763 62764 62765 62766 62767 62769 62776 62777 62781 62786 62796","1840009517"
